C—digo,Clave,Descripci—n,Caja,Master,Unidad,C—gido EAN,Precio Publico con iVA,Precio Publico sin iVA,Precio Mayoreo con IVA,Precio Mayoreo sin IVA,Precio Subdistribuidor con IVA,Precio Subdistribuidor sin IVA,Precio Distribuidor con IVA,Precio Distribuidor sin IVA,Marca,Codigo SAT,Descripcion SAT
17030,NP-12,Nivel 12',3,36,Pieza,7501206632482,97,83.62,84,72.41,74,63.79,65,56.03,Truper,27112200,Herramientas de albañilería y concreto
22454,NP-12P,"Nivel 12', Pretul",6,36,Pieza,7501206668511,68,58.62,58,50,53,45.69,49,42.24,Pretul,27112200,Herramientas de albañilería y concreto
17032,NP-14,Nivel 14',3,36,Pieza,7501206630402,108,93.1,93,80.17,82,70.69,72,62.07,Truper,27112200,Herramientas de albañilería y concreto
22456,NP-14P,"Nivel 14', Pretul",6,36,Pieza,7501206668528,77,66.38,66,56.9,60,51.72,55,47.41,Pretul,27112200,Herramientas de albañilería y concreto
17034,NP-18,Nivel 18',3,36,Pieza,7501206630419,135,116.38,115,99.14,105,90.52,95,81.9,Truper,27112200,Herramientas de albañilería y concreto
22458,NP-18P,"Nivel 18', Pretul",6,36,Pieza,7501206668535,99,85.34,86,74.14,79,68.1,72,62.07,Pretul,27112200,Herramientas de albañilería y concreto
14625,NP-18X,Nivel profesional Truper Expert 18',2,24,Pieza,7506240674979,335,288.79,295,254.31,259,223.28,225,193.97,Truper,27111800,Herramientas de medida y bocetaje
17036,NP-24,Nivel 24',3,36,Pieza,7501206630426,159,137.07,138,118.97,125,107.76,115,99.14,Truper,27112200,Herramientas de albañilería y concreto
22460,NP-24P,"Nivel 24', Pretul",6,36,Pieza,7501206668542,119,102.59,105,90.52,95,81.9,87,75,Pretul,27112200,Herramientas de albañilería y concreto
14626,NP-24X,Nivel profesional Truper Expert 24',2,24,Pieza,7506240674986,395,340.52,345,297.41,305,262.93,265,228.45,Truper,27111800,Herramientas de medida y bocetaje
17038,NP-36,Nivel 36',3,240,Pieza,7501206635148,255,219.83,219,188.79,195,168.1,169,145.69,Truper,27112200,Herramientas de albañilería y concreto
14628,NP-36X,Nivel profesional Truper Expert 36',2,24,Pieza,7506240674993,515,443.97,449,387.07,395,340.52,345,297.41,Truper,27111800,Herramientas de medida y bocetaje
17040,NP-48,Nivel 48',3,240,Pieza,7501206635155,325,280.17,279,240.52,245,211.21,215,185.34,Truper,27112200,Herramientas de albañilería y concreto
14629,NP-48X,Nivel profesional Truper Expert 48',2,12,Pieza,7506240675006,635,547.41,555,478.45,489,421.55,425,366.38,Truper,27111800,Herramientas de medida y bocetaje
11223,NT-9,Nivel torpedo magnético 9' cuerpo plástico ABS,6,0,Pieza,7506240658412,82,70.69,72,62.07,63,54.31,55,47.41,Truper,27112200,Herramientas de albañilería y concreto
22450,NT-9P,"Nivel torpedo 9', Pretul",10,1200,Pieza,7501206635292,52,44.83,46,39.66,40,34.48,35,30.17,Pretul,27112200,Herramientas de albañilería y concreto
17054,NTX-9,"Nivel torpedo magnético, cuerpo de aluminio, 10' largo",6,72,Pieza,7501206630440,165,142.24,145,125,126,108.62,110,94.83,Truper,27112200,Herramientas de albañilería y concreto
43678,NUCH-0,Número chico 0,6,36,Pieza,7501206678985,125,107.76,108,93.1,90,77.59,72,62.07,Hermex,60111302,Letras o números sueltos
43679,NUCH-1,Número chico 1,6,36,Pieza,7501206678992,125,107.76,108,93.1,90,77.59,72,62.07,Hermex,60111302,Letras o números sueltos
43680,NUCH-2,Número chico 2,6,36,Pieza,7501206679005,125,107.76,108,93.1,90,77.59,72,62.07,Hermex,60111302,Letras o números sueltos
43681,NUCH-3,Número chico 3,6,36,Pieza,7501206679289,125,107.76,108,93.1,90,77.59,72,62.07,Hermex,60111302,Letras o números sueltos
43682,NUCH-4,Número chico 4,6,36,Pieza,7501206679296,125,107.76,108,93.1,90,77.59,72,62.07,Hermex,60111302,Letras o números sueltos
43683,NUCH-5,Número chico 5,6,36,Pieza,7501206679302,125,107.76,108,93.1,90,77.59,72,62.07,Hermex,60111302,Letras o números sueltos
43684,NUCH-6,Número chico 6,6,36,Pieza,7501206679395,125,107.76,108,93.1,90,77.59,72,62.07,Hermex,60111302,Letras o números sueltos
43685,NUCH-7,Número chico 7,6,36,Pieza,7501206679401,125,107.76,108,93.1,90,77.59,72,62.07,Hermex,60111302,Letras o números sueltos
43686,NUCH-8,Número chico 8,6,36,Pieza,7501206679456,125,107.76,108,93.1,90,77.59,72,62.07,Hermex,60111302,Letras o números sueltos
43687,NUCH-9,Número chico 9,6,36,Pieza,7501206679463,125,107.76,108,93.1,90,77.59,72,62.07,Hermex,60111302,Letras o números sueltos
44087,NUDO-1/2,Nudo para cable de 1/2' tarjeta con 1 pza,6,48,Par,7501206693919,27,23.28,24,20.69,20,17.24,17,14.66,Fiero,31162600,Ganchos
44084,NUDO-1/4,Nudo para cable de 1/4' tarjeta con 2 pzas,12,72,Par,7501206693889,22,18.97,18.5,15.95,16,13.79,13,11.21,Fiero,31162600,Ganchos
44082,NUDO-1/8,Nudo para cable de 1/8' tarjeta con 2 pzas,12,72,Par,7501206693865,11.5,9.91,10,8.62,8.5,7.33,7,6.03,Fiero,31162600,Ganchos
44083,NUDO-3/16,Nudo para cable de 3/16' tarjeta con 2 pzas,12,72,Par,7501206693872,14.5,12.5,13,11.21,11,9.48,9,7.76,Fiero,31162600,Ganchos
44086,NUDO-3/8,Nudo para cable de 3/8' tarjeta con 1 pza,6,72,Par,7501206693902,19,16.38,17,14.66,14.5,12.5,12,10.34,Fiero,31162600,Ganchos
44085,NUDO-5/16,Nudo para cable de 5/16' tarjeta con 2 pzas,12,72,Par,7501206693896,22,18.97,20,17.24,17,14.66,14,12.07,Fiero,31162600,Ganchos
13889,NV-3,"Navaja abatible, mango de madera, 3-1/2'",3,36,Pieza,7506240669333,295,254.31,255,219.83,225,193.97,195,168.1,Truper,27112041,Cuchillo de injertos
16981,NV-4,"Navaja abatible, mango de madera, 4-1/2'",6,36,Pieza,7501206673287,335,288.79,295,254.31,259,223.28,225,193.97,Truper,27113200,Juegos de herramientas
17023,NV-5,"Navaja abatible, mango de madera, 4-3/4'",6,36,Pieza,7506240607311,365,314.66,319,275,279,240.52,245,211.21,Truper,27113200,Juegos de herramientas
17025,NV-7X,"Navaja 7' abatible, cuerpo metálico",6,36,Pieza,7506240618676,265,228.45,229,197.41,199,171.55,175,150.86,Truper,27113200,Juegos de herramientas
14257,OAJ,Orejera ajustable,4,16,Pieza,7501206688892,155,133.62,135,116.38,115,99.14,95,81.9,Truper,46181900,Protectores auditivos
12356,OAJ-C,Orejera ajustable para casco,4,16,Par,7506240640400,315,271.55,275,237.07,235,202.59,195,168.1,Truper,46181900,Protectores auditivos
14007,OAJ-X,"Orejera plegable, ajustable",2,16,Pieza,7506240651642,199,171.55,175,150.86,149,128.45,125,107.76,Truper,46181900,Protectores auditivos
15831,ODM-12,"Odómetro con freno, rueda de 12'",1,4,Pieza,7506240618713,1835,1581.9,1595,1375,1375,1185.34,1150,991.38,Truper,41111616,Ruedas medidoras para distancias
15830,ODM-4,Odómetro con rueda doble de 4',1,8,Pieza,7506240618706,855,737.07,749,645.69,645,556.03,535,461.21,Truper,41111616,Ruedas medidoras para distancias
10035,ORG-11,Organizador 9' con 11 compartimentos,6,1440,Pieza,7506240609988,29,25,25,21.55,22,18.97,19,16.38,Truper,31261500,Cubiertas y cajas
10036,ORG-13,Organizador 10' con 13 compartimentos,6,960,Pieza,7506240609995,38,32.76,33,28.45,29,25,25,21.55,Truper,31261500,Cubiertas y cajas
19896,ORG-15,Organizador 11' con 15 compartimentos,6,864,Pieza,7501206668665,42,36.21,36,31.03,32,27.59,28,24.14,Truper,31261500,Cubiertas y cajas
11851,ORG-16,"10', 16-compartment small parts organize",1,0,Pieza,7506240669319,279,240.52,239,206.03,215,185.34,185,159.48,Truper,24121500,"Cajas, bolsas y sacos para empaquetado"
19939,ORG-17X,Organizador 17' reforzado con 17 compartimentos,3,168,Pieza,7501206685792,148,127.59,128,110.34,115,99.14,99,85.34,Truper,31261500,Cubiertas y cajas
11825,ORG-18,Organizador 14' con 18 compartimentos,3,330,Pieza,7501206605219,97,83.62,84,72.41,74,63.79,65,56.03,Truper,31261500,Cubiertas y cajas
10895,ORG-64,Organizador 20' con 64 compartimentos,1,64,Pieza,7506240646990,595,512.93,515,443.97,455,392.24,395,340.52,Truper,31261500,Cubiertas y cajas
10363,OSCI-17,"Aspersor oscilatorio, metal-plástico",1,4,Pieza,7501206652572,205,176.72,179,154.31,155,133.62,129,111.21,Truper,21101803,Aspersores de agua
14421,OVERD-L,"Overol desechable, talla grande",5,25,Pieza,7501206628256,148,127.59,128,110.34,115,99.14,99,85.34,Truper,46181500,Ropa de seguridad
13983,OVERD-M,"Overol desechable, talla mediana",5,25,Pieza,7506240622857,148,127.59,128,110.34,115,99.14,99,85.34,Truper,46181500,Ropa de seguridad
13982,OVERD-S,"Overol desechable, talla chica",5,25,Pieza,7506240622864,148,127.59,128,110.34,115,99.14,99,85.34,Truper,46181500,Ropa de seguridad
14422,OVERD-XL,"Overol desechable, talla extra-grande",5,25,Pieza,7501206628263,148,127.59,128,110.34,115,99.14,99,85.34,Truper,46181500,Ropa de seguridad
26019,OVIS-3P,"Lupa optovisor de 3 leds, Pretul",3,24,Set,7506240669289,335,288.79,295,254.31,259,223.28,225,193.97,Pretul,41111714,Lupas
20589,P-316P,"Podadora, motor gasolina, 3HP,16',Pretul",1,0,Pieza,7506240646341,4850,4181.03,4150,3577.59,3795,3271.55,3450,2974.14,Pretul,27112000,"Herramientas manuales de jardinería, agricultura y forestación"
19966,P-418,"Podadoras con motor a gasolina, 4HP, de 18'",1,0,Pieza,7506240605157,6950,5991.38,5950,5129.31,5450,4698.28,4950,4267.24,Truper,27112000,"Herramientas manuales de jardinería, agricultura y forestación"
19967,P-520,"Podadoras con motor a gasolina, 5HP, de 20'",1,0,Pieza,7506240605164,8050,6939.66,6895,5943.97,6325,5452.59,5750,4956.9,Truper,27112000,"Herramientas manuales de jardinería, agricultura y forestación"
19968,P-622,"Podadoras con motor a gasolina, 6HP, de 22'",1,0,Pieza,7506240605171,9150,7887.93,7850,6767.24,7195,6202.59,6550,5646.55,Truper,27112000,"Herramientas manuales de jardinería, agricultura y forestación"
13079,P-850-1,"Juego de peines para tarrajas 1', 4 piezas",1,120,Pieza,7501206633830,119,102.59,105,90.52,90,77.59,75,64.66,Truper,27112700,Herramientas mecánicas
13083,P-850-1-1/2,"Juego de peines para tarrajas 1-1/2', 4 piezas",1,50,Pieza,7501206633915,168,144.83,147,126.72,126,108.62,105,90.52,Truper,27112700,Herramientas mecánicas
13081,P-850-1-1/4,"Juego de peines para tarrajas 1-1/4', 4 piezas",1,120,Pieza,7501206633892,119,102.59,105,90.52,90,77.59,75,64.66,Truper,27112700,Herramientas mecánicas
13075,P-850-1/2,"Juego de peines para tarrajas 1/2', 4 piezas",1,240,Pieza,7501206633793,105,90.52,92,79.31,78,67.24,65,56.03,Truper,27112700,Herramientas mecánicas
13085,P-850-2,"Juego de peines para tarrajas 2', 4 piezas",1,50,Pieza,7501206634042,168,144.83,147,126.72,126,108.62,105,90.52,Truper,27112700,Herramientas mecánicas
13077,P-850-3/4,"Juego de peines para tarrajas 3/4', 4 piezas",1,240,Pieza,7501206633816,105,90.52,92,79.31,78,67.24,65,56.03,Truper,27112700,Herramientas mecánicas
14619,P-852-1-1/2X,"Juego de peines para tarrajas, 1-1/2', 4 pzas, Truper Expert",1,40,Set,7506240670292,1550,1336.21,1365,1176.72,1165,1004.31,975,840.52,Expert,27112806,Machos de roscado
14617,P-852-1-1/4X,"Juego de peines para tarrajas, 1-1/4', 4 pzas, Truper Expert",1,60,Set,7506240670285,1305,1125,1139,981.9,979,843.97,815,702.59,Expert,27112806,Machos de roscado
14612,P-852-1/2X,"Juego de peines para tarrajas, 1/2', 4 pzas, Truper Expert",1,60,Set,7506240670254,1115,961.21,975,840.52,835,719.83,695,599.14,Expert,27112806,Machos de roscado
14616,P-852-1X,"Juego de peines para tarrajas, 1', 4 pzas, Truper Expert",1,60,Set,7506240670278,1305,1125,1139,981.9,979,843.97,815,702.59,Expert,27112806,Machos de roscado
14620,P-852-2X,"Juego de peines para tarrajas, 2', 4 pzas, Truper Expert",1,40,Set,7506240670308,1550,1336.21,1365,1176.72,1165,1004.31,975,840.52,Expert,27112806,Machos de roscado
14614,P-852-3/4X,"Juego de peines para tarrajas, 3/4', 4 pzas, Truper Expert",1,60,Set,7506240670261,1115,961.21,975,840.52,835,719.83,695,599.14,Expert,27112806,Machos de roscado
17953,P-SOMI,Pinza para soldadora de microalambre,1,10,Pieza,7506240611912,295,254.31,255,219.83,225,193.97,195,168.1,Truper,23271700,"Accesorios para soldar, soldadura fuerte y soldadura débil"
17795,P7-15T,"Juego de 7 puntas Torx, largo 1', en organizador",6,72,Set,7501206602959,35,30.17,32,27.59,26,22.41,22,18.97,Truper,27113201,Conjuntos generales de herramientas
17797,P7-15TS,"Juego de 7 puntas Torx, largo con seguro 1', en organizador",6,72,Set,7501206602973,37,31.9,32,27.59,28,24.14,23,19.83,Truper,27113201,Conjuntos generales de herramientas
17813,P7-20TS,"Juego de 7 puntas Torx con seguro, largo 2' en organizador",6,72,Set,7501206629765,52,44.83,45,38.79,38,32.76,32,27.59,Truper,27113201,Conjuntos generales de herramientas
17796,P7-25T,"Juego de 7 puntas Torx, 2'",6,72,Set,7501206602966,52,44.83,45,38.79,38,32.76,32,27.59,Truper,27113201,Conjuntos generales de herramientas
17361,PA-366,Pinza punta recta para cerrar anillos,6,36,Pieza,7501206629185,235,202.59,199,171.55,178,153.45,155,133.62,Truper,27112105,Pinzas
17362,PA-367,Pinza punta a 90° para cerrar anillos,6,36,Pieza,7501206629192,235,202.59,199,171.55,178,153.45,155,133.62,Truper,27112105,Pinzas
17363,PA-368,Pinza punta recta para abrir anillos,6,36,Pieza,7501206629208,235,202.59,199,171.55,178,153.45,155,133.62,Truper,27112105,Pinzas
17364,PA-369,Pinza punta a 90° para abrir anillos,6,36,Pieza,7501206629215,235,202.59,199,171.55,178,153.45,155,133.62,Truper,27112105,Pinzas
19049,PA-AC,"Pintura (Esmalte acrílico) en aerosol, amarillo canario",4,16,Pieza,7501206684900,56,48.28,48,41.38,44,37.93,40,34.48,Truper,31211501,Pinturas de esmalte
27003,PA-AC-P,"Pintura (Esmalte acrílico) aerosol, amarillo canario,Pretul",4,16,Pieza,7506240667995,45,38.79,38,32.76,35,30.17,32,27.59,Pretul,31211507,Pinturas en aerosol
19038,PA-AH,"Pintura (Esmalte acrílico) en aerosol, azul holandés",4,16,Pieza,7501206685051,56,48.28,48,41.38,44,37.93,40,34.48,Truper,31211501,Pinturas de esmalte
27178,PA-AH-P,"Pintura (Esmalte acrílico) en aerosol, azul holandés, Pretul",4,16,Pieza,7506240630661,45,38.79,38,32.76,35,30.17,32,27.59,Pretul,31211501,Pinturas de esmalte
18071,PA-ALTE-A,"Pintura (Esmalte acrílico) aerosol,alta temperatura,aluminio",4,16,Pieza,7501206685921,109,93.97,94,81.03,86,74.14,79,68.1,Truper,31211501,Pinturas de esmalte
18070,PA-ALTE-N,"Pintura (Esmalte acrílico) en aerosol,alta temperatura,negro",4,16,Pieza,7501206685808,109,93.97,94,81.03,86,74.14,79,68.1,Truper,31211501,Pinturas de esmalte
19042,PA-AM,"Pintura (Esmalte acrílico) en aerosol, amarillo",4,16,Pieza,7501206684832,56,48.28,48,41.38,44,37.93,40,34.48,Truper,31211501,Pinturas de esmalte
25077,PA-APCO-B,"Placa armada contacto e interruptor sencillo, Volteck Basic",10,200,Pieza,7506240672890,42,36.21,36,31.03,33,28.45,30,25.86,Volteck,39121700,Ferretería eléctrica y suministros
25081,PA-APCO-B2,"Placa armada con contacto y 2 interruptores sencillos, Basic",10,200,Pieza,7506240672937,62,53.45,52,44.83,48,41.38,44,37.93,Volteck,39121700,Ferretería eléctrica y suministros
25079,PA-APCO-B3,"Placa armada 2 contactos e interruptor sencillo, Basic",10,200,Pieza,7506240672913,63,54.31,54,46.55,50,43.1,45,38.79,Volteck,39121700,Ferretería eléctrica y suministros
46388,PA-APCO-E,"Placa armada contacto e interruptor, línea Económica",3,144,Pieza,7506240646822,48,41.38,42,36.21,37,31.9,32,27.59,Volteck,39122200,Interruptores eléctricos y accesorios
45597,PA-APCO-E2B,"Placa armada 2 interruptores,1 contacto,1mod,Española,blanco",3,72,Pieza,7506240671299,93,80.17,80,68.97,72,62.07,62,53.45,Volteck,39121500,"Conmutadores, controles y relés y accesorios"
45594,PA-APCO-E3B,"Placa armada 1 interruptor, 2 contactos,1mod,Española,blanco",3,72,Pieza,7506240671329,93,80.17,80,68.97,72,62.07,62,53.45,Volteck,39121500,"Conmutadores, controles y relés y accesorios"
48666,PA-APCO-I,"Placa armada contacto e interruptor, marfil, línea Italiana",3,144,Pieza,7506240637875,69,59.48,59,50.86,52,44.83,46,39.66,Volteck,39122200,Interruptores eléctricos y accesorios
48667,PA-APCO-I2,"Placa armada contacto 2 interruptores,marfil, línea Italiana",3,144,Pieza,7506240637882,96,82.76,83,71.55,73,62.93,64,55.17,Volteck,39122200,Interruptores eléctricos y accesorios
46456,PA-APCO-I2B,"Placa armada contacto 2 interruptores,blanco, línea Italiana",3,144,Pieza,7506240647744,96,82.76,83,71.55,73,62.93,64,55.17,Volteck,39122200,Interruptores eléctricos y accesorios
49936,PA-APCO-I2M,"Placa armada contacto 2 interruptores,madera, línea Italiana",3,72,Pieza,7506240660224,105,90.52,89,76.72,79,68.1,69,59.48,Volteck,39122200,Interruptores eléctricos y accesorios
46474,PA-APCO-I2P,"Placa armada contacto 2 interruptores, plata, línea Italiana",3,144,Pieza,7506240647140,105,90.52,89,76.72,79,68.1,69,59.48,Volteck,39122200,Interruptores eléctricos y accesorios
48668,PA-APCO-I3,"Placa armada 2 contactos e interruptor,marfil,línea Italiana",3,144,Pieza,7506240637899,97,83.62,84,72.41,74,63.79,65,56.03,Volteck,39122200,Interruptores eléctricos y accesorios
46457,PA-APCO-I3B,"Placa armada 2 contactos e interruptor,blanco,línea Italiana",3,144,Pieza,7506240647751,97,83.62,84,72.41,74,63.79,65,56.03,Volteck,39122200,Interruptores eléctricos y accesorios
49937,PA-APCO-I3M,"Placa armada 2 contactos e interruptor,madera,línea Italiana",3,72,Pieza,7506240660231,105,90.52,92,79.31,80,68.97,70,60.34,Volteck,39122200,Interruptores eléctricos y accesorios
46475,PA-APCO-I3P,"Placa armada 2 contactos e interruptor,plata, línea Italiana",3,144,Pieza,7506240647157,105,90.52,92,79.31,80,68.97,70,60.34,Volteck,39122200,Interruptores eléctricos y accesorios
46455,PA-APCO-IB,"Placa armada contacto e interruptor, blanco, línea Italiana",3,144,Pieza,7506240647737,69,59.48,59,50.86,52,44.83,46,39.66,Volteck,39122200,Interruptores eléctricos y accesorios
49935,PA-APCO-IM,"Placa armada contacto e interruptor, madera, línea Italiana",3,72,Pieza,7506240660217,75,64.66,65,56.03,57,49.14,50,43.1,Volteck,39122200,Interruptores eléctricos y accesorios
46473,PA-APCO-IP,"Placa armada contacto e interruptor, plata, línea Italiana",3,144,Pieza,7506240647133,75,64.66,65,56.03,57,49.14,50,43.1,Volteck,39122200,Interruptores eléctricos y accesorios
46488,PA-APCO-O2B,"Placa armada contacto y 2 interruptores, línea Oslo, blanco",3,144,Pieza,7506240647454,97,83.62,84,72.41,74,63.79,65,56.03,Volteck,39122200,Interruptores eléctricos y accesorios
46489,PA-APCO-O3B,"Placa armada 2 contactos e interruptor, línea Oslo, blanco",3,144,Pieza,7506240647461,105,90.52,88,75.86,78,67.24,68,58.62,Volteck,39122200,Interruptores eléctricos y accesorios
46487,PA-APCO-OB,"Placa armada contacto e interruptor, línea Oslo, blanco",3,144,Pieza,7506240647447,72,62.07,62,53.45,55,47.41,48,41.38,Volteck,39122200,Interruptores eléctricos y accesorios
45590,PA-APCO1-EB,"Placa armada 1 interruptor,1 contacto,1mod, Española, blanco",3,72,Pieza,7506240671367,69,59.48,59,50.86,52,44.83,46,39.66,Volteck,39121500,"Conmutadores, controles y relés y accesorios"
45591,PA-APCO15-EB,"Placa armada 1 interruptor,1contacto,1.5mod,Española, blanco",3,72,Pieza,7506240671350,69,59.48,59,50.86,52,44.83,46,39.66,Volteck,39121500,"Conmutadores, controles y relés y accesorios"
25080,PA-APDO-B,"Placa armada con 2 interruptores sencillos, Volteck Basic",10,200,Pieza,7506240672920,39,33.62,34,29.31,32,27.59,28,24.14,Volteck,39121700,Ferretería eléctrica y suministros
40019,PA-APDO-CLP,Placa armada interruptor sencillo y escalera Classic,3,48,Pieza,7506240657330,78,67.24,68,58.62,58,50,49,42.24,Volteck,39122200,Interruptores eléctricos y accesorios
46389,PA-APDO-E,"Placa armada 2 interruptores sencillos, línea Económica",3,144,Pieza,7506240646839,44,37.93,38,32.76,33,28.45,29,25,Volteck,39122200,Interruptores eléctricos y accesorios
25085,PA-APDO-EB,"Placa armada 1 interruptor sencillo + 1 de 3 vías, Basic",10,200,Pieza,7506240672975,46,39.66,40,34.48,36,31.03,33,28.45,Volteck,39121700,Ferretería eléctrica y suministros
48663,PA-APDO-EI,"Placa armada 1 interruptor escalera, marfil, línea Italiana",3,144,Pieza,7506240637844,72,62.07,62,53.45,55,47.41,48,41.38,Volteck,39122200,Interruptores eléctricos y accesorios
46462,PA-APDO-EIB,"Placa armada 1 interruptor 1 escalera,blanco, línea Italiana",3,144,Pieza,7506240647805,72,62.07,62,53.45,55,47.41,48,41.38,Volteck,39122200,Interruptores eléctricos y accesorios
49932,PA-APDO-EIM,"Placa armada 1 interruptor 1 escalera, madera,línea Italiana",3,72,Pieza,7506240660187,79,68.1,68,58.62,60,51.72,53,45.69,Volteck,39122200,Interruptores eléctricos y accesorios
46481,PA-APDO-EIP,"Placa armada 1 interruptor 1 escalera, plata, línea Italiana",3,144,Pieza,7506240647201,79,68.1,68,58.62,60,51.72,53,45.69,Volteck,39122200,Interruptores eléctricos y accesorios
46495,PA-APDO-EOB,"Placa armada interruptor sencillo y escalera, Oslo, blanco",3,144,Pieza,7506240647515,69,59.48,59,50.86,52,44.83,46,39.66,Volteck,39122200,Interruptores eléctricos y accesorios
48662,PA-APDO-I,"Placa armada 2 interruptores sencillos marfil,línea Italiana",3,144,Pieza,7506240637837,64,55.17,55,47.41,49,42.24,43,37.07,Volteck,39122200,Interruptores eléctricos y accesorios
46461,PA-APDO-IB,"Placa armada, 2interruptores sencillos,blanco,línea Italiana",3,144,Pieza,7506240647799,64,55.17,55,47.41,49,42.24,43,37.07,Volteck,39122200,Interruptores eléctricos y accesorios
49925,PA-APDO-IM,"Placa armada 2 interruptores sencillos,madera,línea Italiana",3,72,Pieza,7506240660170,73,62.93,63,54.31,56,48.28,49,42.24,Volteck,39122200,Interruptores eléctricos y accesorios
46479,PA-APDO-IP,"Placa armada 2 interruptores sencillos plata, línea Italiana",3,144,Pieza,7506240647195,73,62.93,63,54.31,56,48.28,49,42.24,Volteck,39122200,Interruptores eléctricos y accesorios
46494,PA-APDO-OB,"Placa armada 2 interruptores sencillos, línea Oslo, blanco",3,144,Pieza,7506240647508,69,59.48,59,50.86,52,44.83,46,39.66,Volteck,39122200,Interruptores eléctricos y accesorios
48492,PA-APDO-S  ,"Placa armada 2 interruptores sencillo, línea Standard,marfil",3,72,Pieza,7506240670452,55,47.41,48,41.38,43,37.07,37,31.9,Volteck,39121700,Ferretería eléctrica y suministros
48498,PA-APDO-SA,"Placa armada 2 interruptor sencillo, línea Standard, alumini",3,72,Pieza,7506240670513,72,62.07,62,53.45,55,47.41,48,41.38,Volteck,39121700,Ferretería eléctrica y suministros
45596,PA-APDO1-EB,"Placa armada 2 interruptores, 1 módulo, Española, blanco",3,72,Pieza,7506240671305,69,59.48,59,50.86,52,44.83,46,39.66,Volteck,39121500,"Conmutadores, controles y relés y accesorios"
45602,PA-APDO1-EEB,"Placa armada 2 interruptores 1de 3vías,1 mod,Española,blanco",3,72,Pieza,7506240671244,73,62.93,63,54.31,56,48.28,49,42.24,Volteck,39121500,"Conmutadores, controles y relés y accesorios"
45595,PA-APDO15-EB,"Placa armada 2 interruptores, 1.5 módulos, Española, blanco",3,72,Pieza,7506240671312,69,59.48,59,50.86,52,44.83,46,39.66,Volteck,39121500,"Conmutadores, controles y relés y accesorios"
45601,PA-APDO15-EEB,"Placa armada 2interruptores 1de 3vías,1.5mod,Española blanco",3,72,Pieza,7506240671251,73,62.93,63,54.31,56,48.28,49,42.24,Volteck,39121500,"Conmutadores, controles y relés y accesorios"
25078,PA-APSE-B,"Placa armada con 1 interruptor sencillo, Volteck Basic",10,200,Pieza,7506240672906,28,24.14,24,20.69,22,18.97,20,17.24,Volteck,39121700,Ferretería eléctrica y suministros
40017,PA-APSE-CLP,Placa armada con interruptor sencillo Classic,3,48,Pieza,7506240657316,52,44.83,45,38.79,38,32.76,32,27.59,Volteck,39122200,Interruptores eléctricos y accesorios
46386,PA-APSE-E,"Placa armada con interruptor sencillo, línea Económica",3,144,Pieza,7506240646808,33,28.45,29,25,25,21.55,22,18.97,Volteck,39122200,Interruptores eléctricos y accesorios
25084,PA-APSE-EB,"Placa armada con 1 interruptor de 3 vías, Volteck Basic",10,200,Pieza,7506240672968,32,27.59,28,24.14,25,21.55,23,19.83,Volteck,39121700,Ferretería eléctrica y suministros
40020,PA-APSE-ECLP,Placa armada con interruptor escalera Classic,3,48,Pieza,7506240657347,56,48.28,49,42.24,42,36.21,35,30.17,Volteck,39122200,Interruptores eléctricos y accesorios
48661,PA-APSE-EI,"Placa armada 1 interruptor escalera marfil, línea Italiana",3,144,Pieza,7506240637820,52,44.83,46,39.66,40,34.48,35,30.17,Volteck,39122200,Interruptores eléctricos y accesorios
46460,PA-APSE-EIB,"Placa armada 1 interruptor escalera, blanco, línea Italiana",3,144,Pieza,7506240647782,52,44.83,46,39.66,40,34.48,35,30.17,Volteck,39122200,Interruptores eléctricos y accesorios
49924,PA-APSE-EIM,"Placa armada 1 interruptor escalera, madera, línea Italiana",3,72,Pieza,7506240660163,58,50,50,43.1,45,38.79,39,33.62,Volteck,39122200,Interruptores eléctricos y accesorios
46478,PA-APSE-EIP,"Placa armada 1 interruptor escalera plata, línea Italiana",3,144,Pieza,7506240647188,58,50,50,43.1,45,38.79,39,33.62,Volteck,39122200,Interruptores eléctricos y accesorios
46493,PA-APSE-EOB,"Placa armada con interruptor escalera, línea Oslo, blanco",3,144,Pieza,7506240647492,50,43.1,43,37.07,38,32.76,33,28.45,Volteck,39122200,Interruptores eléctricos y accesorios
48660,PA-APSE-I,"Placa armada 1 interruptor sencillo, marfil, línea Italiana",3,144,Pieza,7506240637813,47,40.52,40,34.48,36,31.03,31,26.72,Volteck,39122200,Interruptores eléctricos y accesorios
46459,PA-APSE-IB,"Placa armada 1 interruptor sencillo, blanco, línea Italiana",3,144,Pieza,7506240647775,47,40.52,40,34.48,36,31.03,31,26.72,Volteck,39122200,Interruptores eléctricos y accesorios
49923,PA-APSE-IM,"Placa armada 1 interruptor sencillo, madera, línea Italiana",3,72,Pieza,7506240660156,54,46.55,47,40.52,42,36.21,36,31.03,Volteck,39122200,Interruptores eléctricos y accesorios
46477,PA-APSE-IP,"Placa armada 1 interruptor sencillo plata, línea Italiana",3,144,Pieza,7506240647171,54,46.55,47,40.52,42,36.21,36,31.03,Volteck,39122200,Interruptores eléctricos y accesorios
46492,PA-APSE-OB,"Placa armada con interruptor sencillo, línea Oslo, blanco",3,144,Pieza,7506240647485,48,41.38,42,36.21,37,31.9,32,27.59,Volteck,39122200,Interruptores eléctricos y accesorios
