C—digo,Clave,Descripci—n,Caja,Master,Unidad,C—gido EAN,Precio Publico con iVA,Precio Publico sin iVA,Precio Mayoreo con IVA,Precio Mayoreo sin IVA,Precio Subdistribuidor con IVA,Precio Subdistribuidor sin IVA,Precio Distribuidor con IVA,Precio Distribuidor sin IVA,Marca,Codigo SAT,Descripcion SAT
16831,CA-POL-1,Cadena para polipasto POL-1,1,3,Pieza,7506240600121,575,495.69,499,430.17,445,383.62,385,331.9,Truper,24101600,Equipo de izaje y accesorios
16832,CA-POL-1-1/2,Cadena para polipasto POL-1-1/2,1,3,Pieza,7506240600138,815,702.59,708,610.34,625,538.79,545,469.83,Truper,24101600,Equipo de izaje y accesorios
16830,CA-POL-1/2,Cadena para polipasto POL-1/2,1,3,Pieza,7506240600114,545,469.83,475,409.48,419,361.21,365,314.66,Truper,24101600,Equipo de izaje y accesorios
16836,CA-POL-10,Cadena para polipasto POL-10,1,0,Pieza,7506240600176,4750,4094.83,4050,3491.38,3650,3146.55,3150,2715.52,Truper,24101600,Equipo de izaje y accesorios
16833,CA-POL-2,Cadena para polipasto POL-2,1,3,Pieza,7506240600145,875,754.31,759,654.31,675,581.9,585,504.31,Truper,24101600,Equipo de izaje y accesorios
16834,CA-POL-3,Cadena para polipasto POL-3,1,2,Pieza,7506240600152,1725,1487.07,1495,1288.79,1325,1142.24,1150,991.38,Truper,24101600,Equipo de izaje y accesorios
16835,CA-POL-5,Cadena para polipasto POL-5,1,2,Pieza,7506240600169,2450,2112.07,2150,1853.45,1895,1633.62,1650,1422.41,Truper,24101600,Equipo de izaje y accesorios
46046,CA-RE-10,"Cargador de pilas, AA, AAA, incluye 4 pilas AA",2,12,Set,7506240653851,455,392.24,399,343.97,345,297.41,285,245.69,Volteck,26111704,Cargadores de baterías
46043,CA-RE-7,"Cargador de pilas, AA, AAA y 9V, incluye 2 pilas AAA",4,12,Set,7506240653820,168,144.83,147,126.72,126,108.62,105,90.52,Volteck,26111704,Cargadores de baterías
46044,CA-RE-8,"Cargador de pilas, AA, AAA y 9V, incluye 2 pilas AA",4,12,Set,7506240653837,176,151.72,155,133.62,135,116.38,110,94.83,Volteck,26111704,Cargadores de baterías
46045,CA-RE-9,"Cargador de pilas, AA, AAA y 9V, incluye 4 pilas AA",2,12,Set,7506240653844,285,245.69,249,214.66,215,185.34,179,154.31,Volteck,26111704,Cargadores de baterías
44208,CAB-1/16R,"Cable rígido de acero 1/16', 7X7, 75 m",75,300,Metro,7506240602019,6,5.17,5,4.31,4.5,3.88,3.5,3.02,Fiero,31152204,Cable de acero trenzado
48795,CAB-1/16R3,"Cable rígido de acero 1/16', 7X7, 300 m",300,0,Metro,7506240664253,6,5.17,5,4.31,4.5,3.88,3.5,3.02,Fiero,26121600,Cables eléctricos y accesorios
44220,CAB-1/16RX,"Cable rígido de acero 1/16', recubierto PVC, 7X7, 75 m",75,300,Metro,7506240602033,7.5,6.47,6.5,5.6,5.5,4.74,4.5,3.88,Fiero,31152204,Cable de acero trenzado
48804,CAB-1/16RX3,"Cable rígido de acero 1/16' recubierto PVC, 7X7, 300 m",300,0,Metro,7506240664345,7.5,6.47,6.5,5.6,5.5,4.74,4.5,3.88,Fiero,26121600,Cables eléctricos y accesorios
48819,CAB-1/2F,"Cable flexible de acero 1/2', 7X19, 75 m",75,0,Metro,7506240664246,115,99.14,99,85.34,86,74.14,72,62.07,Fiero,26121600,Cables eléctricos y accesorios
48815,CAB-1/2R,"Cable rígido de acero 1/2', 7X7, 75 m",75,0,Metro,7506240664208,115,99.14,99,85.34,86,74.14,72,62.07,Fiero,26121600,Cables eléctricos y accesorios
44213,CAB-1/4F,"Cable flexible de acero 1/4', 7X19, 75 m",75,300,Metro,7501206696712,29,25,25,21.55,22,18.97,18,15.52,Fiero,31152204,Cable de acero trenzado
48803,CAB-1/4F3,"Cable flexible de acero 1/4', 7X19, 300 m",300,0,Metro,7506240664338,29,25,25,21.55,22,18.97,18,15.52,Fiero,26121600,Cables eléctricos y accesorios
44224,CAB-1/4FX,"Cable flexible de acero 1/4', recubierto PVC, 7X19, 75 m",75,300,Metro,7501206696767,32,27.59,28,24.14,24,20.69,20,17.24,Fiero,31152204,Cable de acero trenzado
48812,CAB-1/4FX3,"Cable flexible de acero 1/4', recubierto PVC, 7X19, 300 m",300,0,Metro,7506240664420,32,27.59,28,24.14,24,20.69,20,17.24,Fiero,26121600,Cables eléctricos y accesorios
44207,CAB-1/4R,"Cable rígido de acero 1/4', 7X7, 75 m",75,300,Metro,7501206696682,27,23.28,24,20.69,20,17.24,17,14.66,Fiero,31152204,Cable de acero trenzado
48799,CAB-1/4R3,"Cable rígido de acero 1/4', 7X7, 300 m",300,0,Metro,7506240664291,27,23.28,24,20.69,20,17.24,17,14.66,Fiero,26121600,Cables eléctricos y accesorios
44218,CAB-1/4RX,"Cable rígido de acero 1/4', recubierto PVC, 7X7, 75 m",75,300,Metro,7501206696736,30,25.86,27,23.28,23,19.83,19,16.38,Fiero,31152204,Cable de acero trenzado
48808,CAB-1/4RX3,"Cable rígido de acero 1/4', recubierto PVC, 7X7, 300 m",300,0,Metro,7506240664383,30,25.86,27,23.28,23,19.83,19,16.38,Fiero,26121600,Cables eléctricos y accesorios
44211,CAB-1/8F,"Cable flexible de acero 1/8', 7X19, 75 m",75,300,Metro,7501206696699,12,10.34,10.5,9.05,9,7.76,7.5,6.47,Fiero,31152204,Cable de acero trenzado
48801,CAB-1/8F3,"Cable flexible de acero 1/8', 7X19, 300m",300,0,Metro,7506240664314,12,10.34,10.5,9.05,9,7.76,7.5,6.47,Fiero,26121600,Cables eléctricos y accesorios
44225,CAB-1/8FX,"Cable flexible de acero 1/8', recubierto PVC, 7X19, 75 m",75,300,Metro,7501206696774,14.5,12.5,13,11.21,11,9.48,9,7.76,Fiero,31152204,Cable de acero trenzado
48810,CAB-1/8FX3,"Cable flexible de acero 1/8', recubierto PVC, 7X19, 300 m",300,0,Metro,7506240664406,14.5,12.5,13,11.21,11,9.48,9,7.76,Fiero,26121600,Cables eléctricos y accesorios
44205,CAB-1/8R,"Cable rígido de acero 1/8', 7X7, 75 m",75,300,Metro,7501206696668,9,7.76,8,6.9,7,6.03,5.5,4.74,Fiero,31152204,Cable de acero trenzado
48797,CAB-1/8R3,"Cable rígido de acero 1/8', 7X7, 300 m",300,0,Metro,7506240664277,9,7.76,8,6.9,7,6.03,5.5,4.74,Fiero,26121600,Cables eléctricos y accesorios
44219,CAB-1/8RX,"Cable rígido de acero 1/8', recubierto PVC, 7X7, 75 m",75,300,Metro,7501206696743,11.5,9.91,10,8.62,8.5,7.33,7,6.03,Fiero,31152204,Cable de acero trenzado
48806,CAB-1/8RX3,"Cable rígido de acero 1/8', recubierto PVC, 7X7, 300 m",300,0,Metro,7506240664369,11.5,9.91,10,8.62,8.5,7.33,7,6.03,Fiero,26121600,Cables eléctricos y accesorios
46055,CAB-10B,"Cable THHW-LS, 10 AWG, color blanco rollo 100 m",1,144,Caja,7501206677308,1425,1228.45,1305,1125,1245,1073.28,1185,1021.55,Volteck,26121600,Cables eléctricos y accesorios
40114,CAB-10B-500,"Cable THHW-LS, 10 AWG, blanco, bobina 500 m",500,0,Metro,7506240657064,14.25,12.28,13.05,11.25,12.45,10.73,11.85,10.22,Volteck,26121600,Cables eléctricos y accesorios
46051,CAB-10N,"Cable THHW-LS, 10 AWG, color negro rollo 100 m",1,144,Caja,7501206677261,1425,1228.45,1305,1125,1245,1073.28,1185,1021.55,Volteck,26121600,Cables eléctricos y accesorios
40118,CAB-10N-500,"Cable THHW-LS, 10 AWG, negro, bobina 500 m",500,0,Metro,7506240657101,14.25,12.28,13.05,11.25,12.45,10.73,11.85,10.22,Volteck,26121600,Cables eléctricos y accesorios
46059,CAB-10R,"Cable THHW-LS, 10 AWG, color rojo rollo 100 m",1,144,Caja,7506240602439,1425,1228.45,1305,1125,1245,1073.28,1185,1021.55,Volteck,26121600,Cables eléctricos y accesorios
40126,CAB-10R-500,"Cable THHW-LS, 10 AWG, rojo, bobina 500 m",500,0,Metro,7506240657187,14.25,12.28,13.05,11.25,12.45,10.73,11.85,10.22,Volteck,26121600,Cables eléctricos y accesorios
46063,CAB-10V,"Cable THHW-LS, 10 AWG, color verde rollo 100 m",1,144,Caja,7501206678534,1425,1228.45,1305,1125,1245,1073.28,1185,1021.55,Volteck,26121600,Cables eléctricos y accesorios
40122,CAB-10V-500,"Cable THHW-LS, 10 AWG, verde, bobina 500 m",500,0,Metro,7506240657149,14.25,12.28,13.05,11.25,12.45,10.73,11.85,10.22,Volteck,26121600,Cables eléctricos y accesorios
46056,CAB-12B,"Cable THHW-LS, 12 AWG, color blanco rollo 100 m",1,176,Caja,7501206677377,865,745.69,789,680.17,755,650.86,719,619.83,Volteck,26121600,Cables eléctricos y accesorios
40113,CAB-12B-500,"Cable THHW-LS, 12 AWG, blanco, bobina 500 m",500,0,Metro,7506240657057,8.65,7.46,7.89,6.8,7.55,6.51,7.19,6.2,Volteck,26121600,Cables eléctricos y accesorios
46052,CAB-12N,"Cable THHW-LS, 12 AWG, color negro rollo 100 m",1,176,Caja,7501206677278,865,745.69,789,680.17,755,650.86,719,619.83,Volteck,26121600,Cables eléctricos y accesorios
40117,CAB-12N-500,"Cable THHW-LS, 12 AWG, negro, bobina 500 m",500,0,Metro,7506240657095,8.65,7.46,7.89,6.8,7.55,6.51,7.19,6.2,Volteck,26121600,Cables eléctricos y accesorios
46060,CAB-12R,"Cable THHW-LS, 12 AWG, color rojo rollo 100 m",1,176,Caja,7501206678480,865,745.69,789,680.17,755,650.86,719,619.83,Volteck,26121600,Cables eléctricos y accesorios
40125,CAB-12R-500,"Cable THHW-LS, 12 AWG, rojo, bobina 500 m",500,0,Metro,7506240657170,8.65,7.46,7.89,6.8,7.55,6.51,7.19,6.2,Volteck,26121600,Cables eléctricos y accesorios
46064,CAB-12V,"Cable THHW-LS, 12 AWG, color verde rollo 100 m",1,176,Caja,7506240600015,865,745.69,789,680.17,755,650.86,719,619.83,Volteck,26121600,Cables eléctricos y accesorios
40121,CAB-12V-500,"Cable THHW-LS, 12 AWG, verde, bobina 500 m",500,0,Metro,7506240657132,8.65,7.46,7.89,6.8,7.55,6.51,7.19,6.2,Volteck,26121600,Cables eléctricos y accesorios
46057,CAB-14B,"Cable THHW-LS, 14 AWG, color blanco rollo 100 m",1,208,Caja,7501206677384,655,564.66,599,516.38,575,495.69,545,469.83,Volteck,26121600,Cables eléctricos y accesorios
40112,CAB-14B-500,"Cable THHW-LS, 14 AWG, blanco, bobina 500 m",500,0,Metro,7506240657040,6.55,5.65,5.99,5.16,5.75,4.96,5.45,4.7,Volteck,26121600,Cables eléctricos y accesorios
46053,CAB-14N,"Cable THHW-LS, 14 AWG, color negro rollo 100 m",1,208,Caja,7501206677285,655,564.66,599,516.38,575,495.69,545,469.83,Volteck,26121600,Cables eléctricos y accesorios
40116,CAB-14N-500,"Cable THHW-LS, 14 AWG, negro, bobina 500 m",500,0,Metro,7506240657088,6.55,5.65,5.99,5.16,5.75,4.96,5.45,4.7,Volteck,26121600,Cables eléctricos y accesorios
46061,CAB-14R,"Cable THHW-LS, 14 AWG, color rojo rollo 100 m",1,208,Caja,7501206678497,655,564.66,599,516.38,575,495.69,545,469.83,Volteck,26121600,Cables eléctricos y accesorios
40124,CAB-14R-500,"Cable THHW-LS, 14 AWG, rojo, bobina 500 m",500,0,Metro,7506240657163,6.55,5.65,5.99,5.16,5.75,4.96,5.45,4.7,Volteck,26121600,Cables eléctricos y accesorios
46065,CAB-14V,"Cable THHW-LS, 14 AWG, color verde rollo 100 m",1,208,Caja,7506240600022,655,564.66,599,516.38,575,495.69,545,469.83,Volteck,26121600,Cables eléctricos y accesorios
40120,CAB-14V-500,"Cable THHW-LS, 14 AWG, verde, bobina 500 m",500,0,Metro,7506240657125,6.55,5.65,5.99,5.16,5.75,4.96,5.45,4.7,Volteck,26121600,Cables eléctricos y accesorios
12107,CAB-200,"Cable para soldadora inversora, con pinza de tierra, 200 A",1,6,Set,7506240650508,635,547.41,555,478.45,489,421.55,425,366.38,Truper,23271700,"Accesorios para soldar, soldadura fuerte y soldadura débil"
100286,CAB-200A,"Cable para SOIN-200, 120/160 y 130/200, con pinza de tierra",1,6,Set,7506240676157,785,676.72,685,590.52,605,521.55,525,452.59,Truper,31162800,Ferretería en general
17031,CAB-210X,"Cable para soldadora SOMI-210X, con pinza de tierra",1,6,Set,7506240655787,1835,1581.9,1595,1375,1395,1202.59,1225,1056.03,Truper,23271700,"Accesorios para soldar, soldadura fuerte y soldadura débil"
14357,CAB-225,"Cable para soldadora SOT-225, con pinza de tierra",1,6,Pieza,7501206651766,1725,1487.07,1495,1288.79,1325,1142.24,1150,991.38,Truper,23271700,"Accesorios para soldar, soldadura fuerte y soldadura débil"
14348,CAB-250A,"Cable para soldadora SOT-250A, con pinza de tierra",1,6,Pieza,7501206651742,1725,1487.07,1495,1288.79,1325,1142.24,1150,991.38,Truper,23271700,"Accesorios para soldar, soldadura fuerte y soldadura débil"
44212,CAB-3/16F,"Cable flexible de acero 3/16', 7X19, 75 m",75,300,Metro,7501206696705,18,15.52,15.5,13.36,13.5,11.64,11,9.48,Fiero,31152204,Cable de acero trenzado
48802,CAB-3/16F3,"Cable flexible de acero 3/16', 7X19, 300 m",300,0,Metro,7506240664321,18,15.52,15.5,13.36,13.5,11.64,11,9.48,Fiero,26121600,Cables eléctricos y accesorios
44223,CAB-3/16FX,"Cable flexible de acero 3/16', recubierto PVC, 7X19, 75 m",75,300,Metro,7501206696750,19,16.38,17,14.66,14.5,12.5,12,10.34,Fiero,31152204,Cable de acero trenzado
48811,CAB-3/16FX3,"Cable flexible de acero 3/16', recubierto PVC, 7X19, 300 m",300,0,Metro,7506240664413,19,16.38,17,14.66,14.5,12.5,12,10.34,Fiero,26121600,Cables eléctricos y accesorios
44206,CAB-3/16R,"Cable rígido de acero 3/16', 7X7, 75 m",75,300,Metro,7501206696675,16,13.79,14,12.07,12,10.34,10,8.62,Fiero,31152204,Cable de acero trenzado
48798,CAB-3/16R3,"Cable rígido de acero 3/16', 7X7, 300 m",300,0,Metro,7506240664284,16,13.79,14,12.07,12,10.34,10,8.62,Fiero,26121600,Cables eléctricos y accesorios
44217,CAB-3/16RX,"Cable rígido de acero 3/16', recubierto PVC, 7X7, 75 m",75,300,Metro,7501206696729,18,15.52,15.5,13.36,13.5,11.64,11,9.48,Fiero,31152204,Cable de acero trenzado
48807,CAB-3/16RX3,"Cable rígido de acero 3/16', recubierto PVC, 7X7, 300 m",300,0,Metro,7506240664376,18,15.52,15.5,13.36,13.5,11.64,11,9.48,Fiero,26121600,Cables eléctricos y accesorios
44214,CAB-3/32F,"Cable flexible de acero 3/32', 7X19, 75 m",75,300,Metro,7506240602064,12,10.34,10.5,9.05,9,7.76,7.5,6.47,Fiero,31152204,Cable de acero trenzado
48800,CAB-3/32F3,"Cable flexible de acero 3/32', 7X19, 300 m",300,0,Metro,7506240664307,12,10.34,10.5,9.05,9,7.76,7.5,6.47,Fiero,26121600,Cables eléctricos y accesorios
44226,CAB-3/32FX,"Cable flexible de acero 3/32', recubierto PVC, 7X19, 75 m",75,300,Metro,7506240602057,14.5,12.5,13,11.21,11,9.48,9,7.76,Fiero,31152204,Cable de acero trenzado
48809,CAB-3/32FX3,"Cable flexible de acero 3/32, recubierto PVC, 7X19, 300 m",300,0,Metro,7506240664390,14.5,12.5,13,11.21,11,9.48,9,7.76,Fiero,26121600,Cables eléctricos y accesorios
44209,CAB-3/32R,"Cable rígido de acero 3/32', 7X7, 75 m",75,300,Metro,7506240602026,7.5,6.47,6.5,5.6,5.5,4.74,4.5,3.88,Fiero,31152204,Cable de acero trenzado
48796,CAB-3/32R3,"Cable rígido de acero 3/32', 7X7, 300 m",300,0,Metro,7506240664260,7.5,6.47,6.5,5.6,5.5,4.74,4.5,3.88,Fiero,26121600,Cables eléctricos y accesorios
44221,CAB-3/32RX,"Cable rígido de acero 3/32', recubierto PVC, 7X7, 75 m",75,300,Metro,7506240602040,9,7.76,8,6.9,7,6.03,5.5,4.74,Fiero,31152204,Cable de acero trenzado
48805,CAB-3/32RX3,"Cable rígido de acero 3/32', recubierto PVC, 7X7, 300 m",300,0,Metro,7506240664352,9,7.76,8,6.9,7,6.03,5.5,4.74,Fiero,26121600,Cables eléctricos y accesorios
48817,CAB-3/8F,"Cable flexible de acero 3/8',7X19, 75 m",75,0,Metro,7506240664222,62,53.45,54,46.55,47,40.52,39,33.62,Fiero,26121600,Cables eléctricos y accesorios
48814,CAB-3/8R,"Cable rígido de acero 3/8', 7X7, 75 m",75,0,Metro,7506240664192,62,53.45,54,46.55,47,40.52,39,33.62,Fiero,26121600,Cables eléctricos y accesorios
14349,CAB-300,"Cable para soldadora SOT-300/200, con pinza de tierra",1,6,Pieza,7501206651759,1725,1487.07,1495,1288.79,1325,1142.24,1150,991.38,Truper,23271700,"Accesorios para soldar, soldadura fuerte y soldadura débil"
100288,CAB-300A,"Cable para soldadora SOIN-250, con pinza de tierra",1,6,Set,7506240676164,1425,1228.45,1235,1064.66,1095,943.97,950,818.97,Truper,31162800,Ferretería en general
24349,CAB-300P,"Juego de 2 cables con pinzas de tierra para soldar, Pretul",1,6,Pieza,7506240624844,965,831.9,839,723.28,739,637.07,645,556.03,Pretul,23271700,"Accesorios para soldar, soldadura fuerte y soldadura débil"
14368,CAB-300X,"Cable para soldadora SOT-300/250X, con pinza de tierra",1,6,Pieza,7501206651773,2025,1745.69,1750,1508.62,1550,1336.21,1350,1163.79,Truper,23271700,"Accesorios para soldar, soldadura fuerte y soldadura débil"
48816,CAB-5/16F,"Cable flexible de acero 5/16', 7X19, 75 m",75,0,Metro,7506240664215,45,38.79,39,33.62,34,29.31,28,24.14,Fiero,26121600,Cables eléctricos y accesorios
48813,CAB-5/16R,"Cable rígido de acero 5/16', 7X7, 75 m",75,0,Metro,7506240664185,45,38.79,39,33.62,34,29.31,28,24.14,Fiero,26121600,Cables eléctricos y accesorios
16023,CAB-5298-16,"Bandola de posicionamiento, 1.7 m",2,12,Pieza,7506240654490,439,378.45,385,331.9,329,283.62,275,237.07,Truper,31152000,Cable de seguridad
14446,CAB-5430-18,"Línea de vida con absorbedor de impacto, 1.8 m",2,12,Pieza,7501206698297,599,516.38,525,452.59,449,387.07,375,323.28,Truper,31152000,Cable de seguridad
10510,CAB-5430-18-A,"Línea de vida con absorbedor de impacto, 1.8 m, ANSI",2,12,Pieza,7506240649335,759,654.31,665,573.28,569,490.52,475,409.48,Truper,31152000,Cable de seguridad
10763,CAB-5431-18-A,"Línea de vida de nylon con amortiguador, 1.8 m, ANSI",2,12,Pieza,7506240658177,759,654.31,665,573.28,569,490.52,475,409.48,Truper,31152000,Cable de seguridad
14454,CAB-5432-18,"Línea de vida con 2 ganchos, 1.8 m",2,12,Pieza,7506240621577,1150,991.38,1015,875,865,745.69,725,625,Truper,31152000,Cable de seguridad
10509,CAB-5432-18-A,"Línea de vida con 2 ganchos, 1.8 m, certificación ANSI",2,12,Pieza,7506240649328,1335,1150.86,1169,1007.76,995,857.76,835,719.83,Truper,31152000,Cable de seguridad
17041,CAB-5433-18-A,"Línea de vida doble gancho chico con absorbedor impacto,ANSI",2,12,Pieza,7506240664116,889,766.38,775,668.1,666,574.14,555,478.45,Truper,31152000,Cable de seguridad
17039,CAB-5434-18-A,"Línea de vida de acero con absorbedor de impacto,ANSI",2,12,Pieza,7506240664109,729,628.45,635,547.41,545,469.83,455,392.24,Truper,31152000,Cable de seguridad
17043,CAB-5488-18-A,"Cable de posicionamiento de poliester, ANSI",2,24,Pieza,7506240664123,359,309.48,315,271.55,269,231.9,225,193.97,Truper,26121600,Cables eléctricos y accesorios
14435,CAB-5489-15,"Cable de posicionamiento con 2 ganchos, 1.5 m",2,24,Pieza,7501206628614,395,340.52,345,297.41,295,254.31,245,211.21,Truper,31152000,Cable de seguridad
10511,CAB-5489-15-A,"Cable de posicionamiento con 2 ganchos, 1.5 m, ANSI",2,24,Pieza,7506240649342,569,490.52,495,426.72,425,366.38,355,306.03,Truper,31152000,Cable de seguridad
14436,CAB-5489-20,"Cable de posicionamiento con 2 ganchos, 2 m",2,24,Pieza,7501206628621,410,353.45,355,306.03,305,262.93,255,219.83,Truper,31152000,Cable de seguridad
10512,CAB-5489-20-A,"Cable de posicionamiento con 2 ganchos, 2 m, ANSI",2,24,Pieza,7506240649359,585,504.31,510,439.66,439,378.45,365,314.66,Truper,31152000,Cable de seguridad
17047,CAB-5490-18-A,"Cable de posicionamiento de acero 1.8 m, ANSI",2,24,Pieza,7506240664130,359,309.48,315,271.55,269,231.9,225,193.97,Truper,26121600,Cables eléctricos y accesorios
48818,CAB-7/16F,"Cable flexible de acero 7/16', 7X19, 75 m",75,0,Metro,7506240664239,88,75.86,77,66.38,66,56.9,55,47.41,Fiero,26121600,Cables eléctricos y accesorios
46054,CAB-8B,"Cable THHW-LS, 8 AWG, color blanco rollo 100 m",1,81,Caja,7501206677292,2295,1978.45,2105,1814.66,2015,1737.07,1915,1650.86,Volteck,26121600,Cables eléctricos y accesorios
40115,CAB-8B-500,"Cable THHW-LS, 8 AWG, blanco, bobina 500 m",500,0,Metro,7506240657071,22.95,19.78,21.05,18.15,20.15,17.37,19.15,16.51,Volteck,26121600,Cables eléctricos y accesorios
46050,CAB-8N,"Cable THHW-LS, 8 AWG, color negro rollo 100 m",1,81,Caja,7501206677254,2295,1978.45,2105,1814.66,2015,1737.07,1915,1650.86,Volteck,26121600,Cables eléctricos y accesorios
40119,CAB-8N-500,"Cable THHW-LS, 8 AWG, negro, bobina 500 m",500,0,Metro,7506240657118,22.95,19.78,21.05,18.15,20.15,17.37,19.15,16.51,Volteck,26121600,Cables eléctricos y accesorios
46058,CAB-8R,"Cable THHW-LS, 8 AWG, color rojo rollo 100 m",1,81,Caja,7506240600008,2295,1978.45,2105,1814.66,2015,1737.07,1915,1650.86,Volteck,26121600,Cables eléctricos y accesorios
40127,CAB-8R-500,"Cable THHW-LS, 8 AWG, rojo, bobina 500 m",500,0,Metro,7506240657194,22.95,19.78,21.05,18.15,20.15,17.37,19.15,16.51,Volteck,26121600,Cables eléctricos y accesorios
46062,CAB-8V,"Cable THHW-LS, 8 AWG, color verde rollo 100 m",1,81,Caja,7501206678503,2295,1978.45,2105,1814.66,2015,1737.07,1915,1650.86,Volteck,26121600,Cables eléctricos y accesorios
40123,CAB-8V-500,"Cable THHW-LS, 8 AWG, verde, bobina 500 m",500,0,Metro,7506240657156,22.95,19.78,21.05,18.15,20.15,17.37,19.15,16.51,Volteck,26121600,Cables eléctricos y accesorios
14105,CAB-COPLA-40/60X,Pinza para tierra y cable con sistema de cambio rápido,1,5,Pieza,7506240665489,335,288.79,295,254.31,259,223.28,225,193.97,Truper,26121600,Cables eléctricos y accesorios
55855,CAB-CUR-FIE,"Cabecera curva para panel ranurado, Fiero",1,0,Pieza,7506240640134,355,306.03,325,280.17,309,266.38,295,254.31,Fiero,56121900,Mobiliario de demostración
55853,CAB-CUR-FOS,"Cabecera curva para panel ranurado, Foset",1,0,Pieza,7506240640110,355,306.03,325,280.17,309,266.38,295,254.31,Foset,56121900,Mobiliario de demostración
55856,CAB-CUR-HER,"Cabecera curva para panel ranurado, Hermex",1,0,Pieza,7506240640141,355,306.03,325,280.17,309,266.38,295,254.31,Hermex,56121900,Mobiliario de demostración
55851,CAB-CUR-TRU1,"Cabecera curva para panel ranurado, Truper",1,0,Pieza,7506240640097,355,306.03,325,280.17,309,266.38,295,254.31,Truper,56121900,Mobiliario de demostración
55852,CAB-CUR-TRU2,"Cabecera curva para panel ranurado, Truper #2",1,0,Pieza,7506240640103,355,306.03,325,280.17,309,266.38,295,254.31,Truper,56121900,Mobiliario de demostración
